gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2710195624	288	100	1	288	1	288	0.0e+00	644	KO:K22044	moderate conductance mechanosensitive channel		
2710195625	372	100	1	372	1	372	0.0e+00	870	KO:K05823	N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]	EC:3.5.1.47	
2710195626	235	98.72	1	235	1	235	0.0e+00	516	KO:K05822	tetrahydrodipicolinate N-acetyltransferase [EC:2.3.1.89]	EC:2.3.1.89	
2710195628	241	100	1	241	1	241	0.0e+00	541	KO:K07090	uncharacterized protein		
2710195632	77	53.95	1	76	1	76	4.6e-25	109	KO:K03676	glutaredoxin 3		
2710195641	306	100	1	306	1	306	0.0e+00	689	KO:K03415	two-component system, chemotaxis family, chemotaxis protein CheV		
2710195643	240	100	1	240	1	240	0.0e+00	566	KO:K10026	7-carboxy-7-deazaguanine synthase [EC:4.3.99.3]	EC:4.3.99.3	
2710195644	144	100	1	144	1	144	3.2e-108	352	KO:K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	EC:4.1.2.50	
2710195644	144	100	1	144	1	144	3.2e-108	352	KO:K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	EC:4.2.3.12	
2710195645	221	100	1	221	1	221	0.0e+00	521	KO:K06920	7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	EC:6.3.4.20	
2710195646	331	100	1	331	1	331	0.0e+00	763	KO:K03284	magnesium transporter		
2710195647	383	100	1	383	1	383	0.0e+00	875	KO:K00841	aminotransferase [EC:2.6.1.-]	EC:2.6.1.-	
2710195649	573	100	1	573	1	573	0.0e+00	1270	KO:K08483	phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I) [EC:2.7.3.9]	EC:2.7.3.9	
2710195650	88	100	1	88	1	88	2.2e-54	194	KO:K02784	phosphocarrier protein HPr		
2710195652	260	100	1	260	1	260	0.0e+00	576	KO:K02069	UDP-glucose/iron transport system permease protein		
2710195653	209	100	1	209	1	209	0.0e+00	468	KO:K02068	UDP-glucose/iron transport system ATP-binding protein		
2710195656	312	100	1	312	1	312	0.0e+00	692	KO:K03924	MoxR-like ATPase [EC:3.6.3.-]	EC:3.6.3.-	
2710195659	196	100	1	196	1	196	0.0e+00	443	KO:K01449	cell wall hydrolase		
2710195666	468	100	1	468	1	468	0.0e+00	1070	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	EC:1.1.1.343	
2710195666	468	100	1	468	1	468	0.0e+00	1070	KO:K00033	6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343]	EC:1.1.1.44	
2710195667	417	100	1	417	1	417	0.0e+00	955	KO:K02346	DNA polymerase IV [EC:2.7.7.7]	EC:2.7.7.7	
2710195668	156	100	1	156	1	156	9.8e-106	347	KO:K03408	purine-binding chemotaxis protein CheW		
2710195669	374	100	1	374	1	374	0.0e+00	825	KO:K01258	tripeptide aminopeptidase [EC:3.4.11.4]	EC:3.4.11.4	
2710195670	515	100	1	515	1	515	0.0e+00	1180	KO:K01966	propionyl-CoA carboxylase beta subunit [EC:6.4.1.3 2.1.3.15]	EC:2.1.3.15	
2710195670	515	100	1	515	1	515	0.0e+00	1180	KO:K01966	propionyl-CoA carboxylase beta subunit [EC:6.4.1.3 2.1.3.15]	EC:6.4.1.3	
2710195671	137	100	1	137	1	137	1.2e-94	313	KO:K05606	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]	EC:5.1.99.1	
2710195675	238	100	1	238	1	238	0.0e+00	540	KO:K23060	arginine/lysine/histidine transport system ATP-binding protein [EC:7.4.2.1]	EC:7.4.2.1	
2710195676	219	100	1	219	1	219	0.0e+00	477	KO:K17077	arginine/lysine/histidine transport system permease protein		
2710195677	258	100	1	258	1	258	0.0e+00	574	KO:K23059	arginine/lysine/histidine transporter system substrate-binding protein		
2710195678	145	100	1	145	1	145	2.0e-102	336	KO:K26958	bacilliredoxin		
2710195679	349	100	1	349	1	349	0.0e+00	787	KO:K07588	GTPase [EC:3.6.5.-]	EC:3.6.5.-	
2710195680	718	100	1	718	1	718	0.0e+00	1630	KO:K01847	methylmalonyl-CoA mutase [EC:5.4.99.2]	EC:5.4.99.2	
2710195681	597	98.49	1	597	1	597	0.0e+00	1340	KO:K01847	methylmalonyl-CoA mutase [EC:5.4.99.2]	EC:5.4.99.2	
2710195682	1450	100	1	1450	1	1450	0.0e+00	3340	KO:K13276	bacillopeptidase F [EC:3.4.21.-]	EC:3.4.21.-	
2710195683	437	100	1	437	1	437	0.0e+00	983	KO:K09699	2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	EC:2.3.1.168	
2710195684	327	100	1	327	1	327	0.0e+00	744	KO:K00167	2-oxoisovalerate dehydrogenase E1 component subunit beta [EC:1.2.4.4]	EC:1.2.4.4	
2710195685	332	100	1	332	1	332	0.0e+00	762	KO:K00166	2-oxoisovalerate dehydrogenase E1 component subunit alpha [EC:1.2.4.4]	EC:1.2.4.4	
2710195686	474	100	1	474	1	474	0.0e+00	1070	KO:K00382	dihydrolipoyl dehydrogenase [EC:1.8.1.4]	EC:1.8.1.4	
2710195687	368	100	1	368	1	368	0.0e+00	830	KO:K00929	butyrate kinase [EC:2.7.2.7]	EC:2.7.2.7	
2710195688	365	100	1	365	1	365	0.0e+00	835	KO:K00263	leucine dehydrogenase [EC:1.4.1.9]	EC:1.4.1.9	
2710195689	302	100	1	302	1	302	0.0e+00	652	KO:K00634	phosphate butyryltransferase [EC:2.3.1.19]	EC:2.3.1.19	
2710195692	244	100	1	244	1	244	0.0e+00	565	KO:K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	EC:3.1.4.46	
2710195694	259	100	1	259	1	259	0.0e+00	576	KO:K07699	two-component system, response regulator, stage 0 sporulation protein A		
2710195695	429	100	1	429	1	429	0.0e+00	969	KO:K06399	stage IV sporulation protein B [EC:3.4.21.116]	EC:3.4.21.116	
2710195696	569	100	1	569	1	569	0.0e+00	1260	KO:K03631	DNA repair protein RecN (Recombination protein N)		
2710195697	150	100	1	150	1	150	4.9e-105	344	KO:K03402	transcriptional regulator of arginine metabolism		
2710195698	279	100	1	279	1	279	0.0e+00	630	KO:K06442	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	EC:2.1.1.226	
2710195698	279	100	1	279	1	279	0.0e+00	630	KO:K06442	23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227]	EC:2.1.1.227	
2710195699	630	100	1	630	1	630	0.0e+00	1440	KO:K01662	1-deoxy-D-xylulose-5-phosphate synthase [EC:2.2.1.7]	EC:2.2.1.7	
2710195701	296	100	1	296	1	296	0.0e+00	658	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.1	
2710195701	296	100	1	296	1	296	0.0e+00	658	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.10	
2710195701	296	100	1	296	1	296	0.0e+00	658	KO:K13789	geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.29	
2710195702	77	100	1	77	1	77	9.4e-49	176	KO:K03602	exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	EC:3.1.11.6	
2710195703	455	100	1	455	1	455	0.0e+00	1020	KO:K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	EC:3.1.11.6	
2710195704	288	100	1	288	1	288	0.0e+00	660	KO:K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	EC:1.5.1.5	
2710195704	288	100	1	288	1	288	0.0e+00	660	KO:K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	EC:3.5.4.9	
2710195705	128	100	1	128	1	128	2.9e-84	283	KO:K03625	transcription antitermination protein NusB		
2710195707	450	100	1	450	1	450	0.0e+00	1020	KO:K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	EC:6.3.4.14	
2710195707	450	100	1	450	1	450	0.0e+00	1020	KO:K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	EC:6.4.1.2	
2710195708	166	100	1	166	1	166	1.2e-112	367	KO:K02160	acetyl-CoA carboxylase biotin carboxyl carrier protein		
2710195709	184	100	1	184	1	184	1.5e-124	403	KO:K06397	stage III sporulation protein AH		
2710195710	217	100	1	217	1	217	0.0e+00	490	KO:K06396	stage III sporulation protein AG		
2710195711	209	83.25	1	209	1	207	1.8e-116	383	KO:K06395	stage III sporulation protein AF		
2710195712	399	100	1	399	1	399	0.0e+00	862	KO:K06394	stage III sporulation protein AE		
2710195713	113	100	1	113	1	113	1.2e-71	245	KO:K06393	stage III sporulation protein AD		
2710195714	68	100	1	68	1	68	2.6e-41	154	KO:K06392	stage III sporulation protein AC		
2710195715	171	100	1	171	1	171	3.3e-118	384	KO:K06391	stage III sporulation protein AB		
2710195716	307	100	1	307	1	307	0.0e+00	687	KO:K06390	stage III sporulation protein AA		
2710195717	185	100	1	185	1	185	0.0e+00	422	KO:K02356	elongation factor P		
2710195718	354	100	1	354	1	354	0.0e+00	798	KO:K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	EC:3.4.11.9	
2710195719	152	100	1	152	1	152	9.9e-106	346	KO:K03786	3-dehydroquinate dehydratase II [EC:4.2.1.10]	EC:4.2.1.10	
2710195722	293	100	1	293	1	293	0.0e+00	663	KO:K07001	NTE family protein		
2710195723	856	100	1	856	1	856	0.0e+00	1980	KO:K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]	EC:1.17.4.1	
2710195724	278	100	1	278	1	278	0.0e+00	646	KO:K23734	lipoyl(octanoyl) transferase [EC:2.3.1.181]	EC:2.3.1.181	
2710195727	487	100	1	487	1	487	0.0e+00	1130	KO:K00283	glycine cleavage system P protein (glycine dehydrogenase) subunit 2 [EC:1.4.4.2]	EC:1.4.4.2	
2710195728	448	100	1	448	1	448	0.0e+00	1010	KO:K00282	glycine cleavage system P protein (glycine dehydrogenase) subunit 1 [EC:1.4.4.2]	EC:1.4.4.2	
2710195729	368	100	1	368	1	368	0.0e+00	841	KO:K00605	glycine cleavage system T protein (aminomethyltransferase) [EC:2.1.2.10]	EC:2.1.2.10	
2710195733	166	96.36	1	165	1	165	2.0e-113	370	KO:K00891	shikimate kinase [EC:2.7.1.71]	EC:2.7.1.71	
2710195735	152	49.63	9	143	11	145	5.6e-43	167	KO:K02248	competence protein ComGF		
2710195737	133	100	1	133	1	133	7.5e-92	305	KO:K02246	competence protein ComGD		
2710195738	103	100	1	103	1	103	5.6e-68	234	KO:K02245	competence protein ComGC		
2710195739	351	100	1	351	1	351	0.0e+00	794	KO:K02244	competence protein ComGB		
2710195740	372	100	1	372	1	372	0.0e+00	845	KO:K02243	competence protein ComGA		
2710195743	126	100	1	126	1	126	3.8e-87	291	KO:K16509	regulatory protein spx		
2710195745	211	100	1	211	1	211	0.0e+00	502	KO:K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6]	EC:3.1.2.6	
2710195750	398	100	1	398	1	398	0.0e+00	918	KO:K01308	g-D-glutamyl-meso-diaminopimelate peptidase [EC:3.4.19.11]	EC:3.4.19.11	
2710195751	625	100	1	625	1	625	0.0e+00	1450	KO:K19005	lipoteichoic acid synthase [EC:2.7.8.20]	EC:2.7.8.20	
2710195752	323	100	1	323	1	323	0.0e+00	739	KO:K25026	glucokinase [EC:2.7.1.2]	EC:2.7.1.2	
2710195754	486	100	1	486	1	486	0.0e+00	1110	KO:K06408	stage V sporulation protein AF		
2710195756	510	100	1	510	1	510	0.0e+00	1180	KO:K19225	rhomboid protease GluP [EC:3.4.21.105]	EC:3.4.21.105	
2710195759	188	100	1	188	1	188	0.0e+00	435	KO:K01934	5-formyltetrahydrofolate cyclo-ligase [EC:6.3.3.2]	EC:6.3.3.2	
2710195760	49	100	1	49	1	49	1.9e-29	118	KO:K02913	large subunit ribosomal protein L33		
2710195762	335	100	1	335	1	335	0.0e+00	784	KO:K00966	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	EC:2.7.7.13	
2710195764	233	99.57	1	233	1	233	0.0e+00	554	KO:K09942	uncharacterized protein		
2710195766	219	100	1	219	1	219	0.0e+00	484	KO:K02039	phosphate transport system protein		
2710195767	257	100	1	257	1	257	0.0e+00	583	KO:K02036	phosphate transport system ATP-binding protein [EC:7.3.2.1]	EC:7.3.2.1	
2710195768	271	100	1	271	1	271	0.0e+00	607	KO:K02036	phosphate transport system ATP-binding protein [EC:7.3.2.1]	EC:7.3.2.1	
2710195769	295	100	1	295	1	295	0.0e+00	657	KO:K02038	phosphate transport system permease protein		
2710195770	322	100	1	322	1	322	0.0e+00	709	KO:K02037	phosphate transport system permease protein		
2710195771	302	100	1	302	1	302	0.0e+00	682	KO:K02040	phosphate transport system substrate-binding protein		
2710195772	723	100	1	723	1	723	0.0e+00	1650	KO:K21465	penicillin-binding protein A		
2710195773	404	100	1	404	1	404	0.0e+00	893	KO:K08222	MFS transporter, YQGE family, putative transporter		
2710195774	202	100	1	202	1	202	0.0e+00	484	KO:K04564	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	EC:1.15.1.1	
2710195775	159	100	1	159	1	159	9.5e-111	361	KO:K09793	uncharacterized protein		
2710195776	542	100	1	542	1	542	0.0e+00	1190	KO:K03324	phosphate:Na+ symporter		
2710195778	400	100	1	400	1	400	0.0e+00	905	KO:K08221	MFS transporter, ACDE family, multidrug resistance protein		
2710195780	371	100	1	371	1	371	0.0e+00	819	KO:K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	EC:1.17.7.1	
2710195780	371	100	1	371	1	371	0.0e+00	819	KO:K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	EC:1.17.7.3	
2710195782	189	100	1	189	1	189	0.0e+00	450	KO:K05967	uncharacterized protein		
2710195784	138	100	1	138	1	138	9.1e-102	333	KO:K02076	Fur family transcriptional regulator, zinc uptake regulator		
2710195785	285	100	1	285	1	285	0.0e+00	611	KO:K09816	zinc transport system permease protein		
2710195786	258	100	1	258	1	258	0.0e+00	591	KO:K09817	zinc transport system ATP-binding protein [EC:7.2.2.20]	EC:7.2.2.20	
2710195789	297	100	1	297	1	297	0.0e+00	684	KO:K01151	deoxyribonuclease IV [EC:3.1.21.2]	EC:3.1.21.2	
2710195790	435	100	1	435	1	435	0.0e+00	980	KO:K18692	ATP-dependent RNA helicase CshB [EC:5.6.2.7]	EC:5.6.2.7	
2710195792	318	100	1	318	1	318	0.0e+00	723	KO:K03527	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	EC:1.17.7.4	
2710195794	242	100	1	242	1	242	0.0e+00	546	KO:K06967	tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	EC:2.1.1.217	
2710195795	124	100	1	124	1	124	9.2e-87	289	KO:K13300	cytochrome c550		
2710195798	376	100	1	376	1	376	0.0e+00	837	KO:K03086	RNA polymerase primary sigma factor		
2710195799	603	100	1	603	1	603	0.0e+00	1370	KO:K02316	DNA primase [EC:2.7.7.101]	EC:2.7.7.101	
2710195800	105	100	1	105	1	105	9.2e-70	239	KO:K09768	uncharacterized protein		
2710195801	269	100	1	269	1	269	0.0e+00	604	KO:K09773	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]	EC:2.7.11.33	
2710195801	269	100	1	269	1	269	0.0e+00	604	KO:K09773	[pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]	EC:2.7.4.28	
2710195802	195	100	1	195	1	195	0.0e+00	434	KO:K23774	DeoR family transcriptional regulator, catabolite repression regulator		
2710195803	457	100	1	457	1	457	0.0e+00	1090	KO:K01880	glycyl-tRNA synthetase [EC:6.1.1.14]	EC:6.1.1.14	
2710195804	250	100	1	250	1	250	0.0e+00	585	KO:K03584	DNA repair protein RecO (recombination protein O)		
2710195806	306	100	1	306	1	306	0.0e+00	695	KO:K03595	GTPase		
2710195807	132	100	1	132	1	132	4.8e-92	305	KO:K01489	cytidine deaminase [EC:3.5.4.5]	EC:3.5.4.5	
2710195808	130	100	1	130	1	130	1.4e-85	287	KO:K00887	undecaprenol kinase [EC:2.7.1.66]	EC:2.7.1.66	
2710195809	157	100	1	157	1	157	7.2e-108	353	KO:K07042	probable rRNA maturation factor		
2710195810	719	100	1	719	1	719	0.0e+00	1590	KO:K07037	cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]	EC:3.1.4.-	
2710195811	319	100	1	319	1	319	0.0e+00	705	KO:K06217	phosphate starvation-inducible protein PhoH and related proteins		
2710195812	395	100	1	395	1	395	0.0e+00	899	KO:K06438	similar to stage IV sporulation protein		
2710195816	436	100	1	436	1	436	0.0e+00	946	KO:K07403	membrane-bound serine protease (ClpP class)		
2710195818	148	100	1	148	1	148	1.0e-96	320	KO:K09117	uncharacterized protein		
2710195819	57	100	1	57	1	57	4.4e-32	127	KO:K02970	small subunit ribosomal protein S21		
2710195820	310	100	1	310	1	310	0.0e+00	692	KO:K03324	phosphate:Na+ symporter		
2710195821	223	100	1	223	1	223	0.0e+00	492	KO:K01619	deoxyribose-phosphate aldolase [EC:4.1.2.4]	EC:4.1.2.4	
2710195822	554	100	1	554	1	554	0.0e+00	1330	KO:K01187	alpha-glucosidase [EC:3.2.1.20]	EC:3.2.1.20	
2710195823	444	100	1	444	1	444	0.0e+00	1020	KO:K18707	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]	EC:2.8.4.5	
2710195824	250	100	1	250	1	250	0.0e+00	560	KO:K09761	16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	EC:2.1.1.193	
2710195825	313	100	1	313	1	313	0.0e+00	706	KO:K02687	ribosomal protein L11 methyltransferase [EC:2.1.1.-]	EC:2.1.1.-	
2710195826	376	100	1	376	1	376	0.0e+00	895	KO:K03686	molecular chaperone DnaJ		
2710195827	609	100	1	609	1	609	0.0e+00	1340	KO:K04043	molecular chaperone DnaK		
2710195828	188	100	1	188	1	188	7.8e-130	419	KO:K03687	molecular chaperone GrpE		
2710195829	344	100	1	344	1	344	0.0e+00	766	KO:K03705	heat-inducible transcriptional repressor		
2710195830	376	100	1	376	1	376	0.0e+00	869	KO:K02495	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]	EC:1.3.98.3	
2710195831	610	100	1	610	1	610	0.0e+00	1370	KO:K03596	GTP-binding protein LepA		
2710195833	402	98.51	1	402	1	402	0.0e+00	895	KO:K06385	stage II sporulation protein P		
2710195834	369	100	1	369	1	369	0.0e+00	826	KO:K06012	spore protease [EC:3.4.24.78]	EC:3.4.24.78	
2710195835	83	100	1	83	1	83	1.3e-49	179	KO:K02968	small subunit ribosomal protein S20		
2710195836	342	100	1	342	1	342	0.0e+00	756	KO:K02340	DNA polymerase III subunit delta [EC:2.7.7.7]	EC:2.7.7.7	
2710195838	750	99.7	75	750	1	676	0.0e+00	1540	KO:K02238	competence protein ComEC		
2710195839	187	100	1	187	1	187	0.0e+00	443	KO:K01493	dCMP deaminase [EC:3.5.4.12]	EC:3.5.4.12	
2710195840	208	100	1	208	1	208	0.0e+00	468	KO:K02237	competence protein ComEA		
2710195841	273	100	1	273	1	273	0.0e+00	615	KO:K02239	competence protein ComER		
2710195843	117	100	1	117	1	117	4.9e-80	269	KO:K09710	ribosome-associated protein		
2710195845	190	100	1	190	1	190	0.0e+00	438	KO:K00969	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	EC:2.7.7.18	
2710195846	97	100	1	97	1	97	1.3e-62	218	KO:K07574	RNA-binding protein		
2710195847	276	100	1	276	1	276	0.0e+00	627	KO:K00014	shikimate dehydrogenase [EC:1.1.1.25]	EC:1.1.1.25	
2710195848	366	100	1	366	1	366	0.0e+00	852	KO:K06948	30S ribosome assembly GTPase		
2710195849	173	100	1	173	1	173	2.0e-123	399	KO:K07015	putative phosphatase [EC:3.1.3.-]	EC:3.1.3.-	
2710195850	46	100	1	46	1	46	1.3e-23	102	KO:K06371	developmental checkpoint coupling sporulation initiation to replication initiation		
2710195851	179	100	1	179	1	179	1.8e-121	394	KO:K17103	CDP-diacylglycerol---serine O-phosphatidyltransferase [EC:2.7.8.8]	EC:2.7.8.8	
2710195853	238	100	1	238	1	238	0.0e+00	530	KO:K03091	RNA polymerase sigma-E/F/G factor		
2710195856	378	100	1	378	1	378	0.0e+00	855	KO:K17217	cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2]	EC:4.4.1.1	
2710195856	378	100	1	378	1	378	0.0e+00	855	KO:K17217	cystathionine gamma-lyase / homocysteine desulfhydrase [EC:4.4.1.1 4.4.1.2]	EC:4.4.1.2	
2710195857	307	100	1	307	1	307	0.0e+00	705	KO:K17216	cystathionine beta-synthase (O-acetyl-L-serine) [EC:2.5.1.134]	EC:2.5.1.134	
2710195858	230	100	1	230	1	230	0.0e+00	511	KO:K01243	adenosylhomocysteine nucleosidase [EC:3.2.2.9]	EC:3.2.2.9	
2710195859	212	100	1	212	1	212	0.0e+00	490	KO:K17462	putative AdoMet-dependent methyltransferase [EC:2.1.1.-]	EC:2.1.1.-	
2710195862	585	100	1	585	1	585	0.0e+00	1330	KO:K21468	penicillin-binding protein 4B		
2710195863	158	100	1	158	1	158	1.4e-106	349	KO:K03624	transcription elongation factor GreA		
2710195864	211	100	1	211	1	211	0.0e+00	484	KO:K00876	uridine kinase [EC:2.7.1.48]	EC:2.7.1.48	
2710195865	425	100	1	425	1	425	0.0e+00	993	KO:K08303	U32 family peptidase [EC:3.4.-.-]	EC:3.4.-	
2710195866	309	100	1	309	1	309	0.0e+00	714	KO:K08303	U32 family peptidase [EC:3.4.-.-]	EC:3.4.-	
2710195868	377	100	1	377	1	377	0.0e+00	850	KO:K07082	peptidoglycan lytic transglycosylase G [EC:4.2.2.29]	EC:4.2.2.29	
2710195870	138	100	1	138	1	138	4.7e-93	309	KO:K07447	putative pre-16S rRNA nuclease [EC:3.1.-.-]	EC:3.1.-	
2710195872	877	100	1	877	1	877	0.0e+00	2000	KO:K01872	alanyl-tRNA synthetase [EC:6.1.1.7]	EC:6.1.1.7	
2710195875	335	100	1	335	1	335	0.0e+00	775	KO:K01012	biotin synthase [EC:2.8.1.6]	EC:2.8.1.6	
2710195876	198	100	1	198	1	198	0.0e+00	444	KO:K03523	biotin transport system substrate-specific component		
2710195877	799	100	1	799	1	799	0.0e+00	1810	KO:K03581	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	EC:3.1.11.5	
2710195879	383	100	1	383	1	383	0.0e+00	902	KO:K00566	tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	EC:2.8.1.13	
2710195880	380	100	1	380	1	380	0.0e+00	859	KO:K04487	cysteine desulfurase [EC:2.8.1.7]	EC:2.8.1.7	
2710195881	139	100	1	139	1	139	1.9e-96	318	KO:K17472	Rrf2 family transcriptional regulator, cysteine metabolism repressor		
2710195882	424	100	1	424	1	424	0.0e+00	952	KO:K07478	putative ATPase		
2710195883	239	100	1	239	1	239	0.0e+00	563	KO:K00686	protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]	EC:2.3.2.13	
2710195884	316	100	1	316	1	316	0.0e+00	694	KO:K01992	ABC-2 type transport system permease protein		
2710195885	308	100	1	308	1	308	0.0e+00	685	KO:K01990	ABC-2 type transport system ATP-binding protein		
2710195886	237	100	1	237	1	237	0.0e+00	536	KO:K01990	ABC-2 type transport system ATP-binding protein		
2710195889	254	100	1	254	1	254	0.0e+00	563	KO:K22132	tRNA threonylcarbamoyladenosine dehydratase		
2710195891	589	100	1	589	1	589	0.0e+00	1330	KO:K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]	EC:6.1.1.12	
2710195892	424	100	1	424	1	424	0.0e+00	976	KO:K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	EC:6.1.1.21	
2710195894	589	100	1	589	1	589	0.0e+00	1340	KO:K01448	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	EC:3.5.1.28	
2710195895	147	100	1	147	1	147	5.1e-100	329	KO:K07560	D-aminoacyl-tRNA deacylase [EC:3.1.1.96]	EC:3.1.1.96	
2710195896	729	100	1	729	1	729	0.0e+00	1650	KO:K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	EC:2.7.6.5	
2710195896	729	100	1	729	1	729	0.0e+00	1650	KO:K01139	GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]	EC:3.1.7.2	
2710195897	170	100	1	170	1	170	9.8e-121	391	KO:K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	EC:2.4.2.7	
2710195903	754	100	1	754	1	754	0.0e+00	1650	KO:K12257	SecD/SecF fusion protein		
2710195905	516	100	1	516	1	516	0.0e+00	1120	KO:K06409	stage V sporulation protein B		
2710195909	90	100	1	90	1	90	8.3e-57	201	KO:K03210	preprotein translocase subunit YajC		
2710195910	379	100	1	379	1	379	0.0e+00	898	KO:K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	EC:2.4.2.29	
2710195911	341	100	1	341	1	341	0.0e+00	783	KO:K07568	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	EC:2.4.99.17	
2710195913	333	100	1	333	1	333	0.0e+00	748	KO:K03551	holliday junction DNA helicase RuvB [EC:5.6.2.4]	EC:5.6.2.4	
2710195914	203	100	1	203	1	203	0.0e+00	456	KO:K03550	holliday junction DNA helicase RuvA		
2710195915	182	100	1	182	1	182	5.6e-129	416	KO:K06318	forespore regulator of the sigma-K checkpoint		
2710195916	245	100	1	245	1	245	0.0e+00	570	KO:K06345	spore cortex protein		
2710195918	515	100	1	515	1	515	0.0e+00	1260	KO:K06370	morphogenetic protein associated with SpoVID		
2710195919	370	100	1	370	1	370	0.0e+00	850	KO:K03517	quinolinate synthase [EC:2.5.1.72]	EC:2.5.1.72	
2710195920	281	100	1	281	1	281	0.0e+00	635	KO:K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]	EC:2.4.2.19	
2710195921	529	100	1	529	1	529	0.0e+00	1230	KO:K00278	L-aspartate oxidase [EC:1.4.3.16]	EC:1.4.3.16	
2710195922	380	100	1	380	1	380	1.0e-07	1000	KO:K04487	cysteine desulfurase [EC:2.8.1.7]	EC:2.8.1.7	
2710195923	180	100	1	180	1	180	3.1e-124	402	KO:K07105	uncharacterized protein		
2710195924	283	100	1	283	1	283	0.0e+00	644	KO:K04518	prephenate dehydratase [EC:4.2.1.51]	EC:4.2.1.51	
2710195925	151	100	1	151	1	151	9.5e-104	340	KO:K06209	chorismate mutase [EC:5.4.99.5]	EC:5.4.99.5	
