gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2710195502	204	5	185	1.4e-75	238.9	TIGR03263	guanylate kinase
2710195504	311	21	311	2.2e-94	302.3	TIGR00255	TIGR00255 family protein
2710195505	893	365	806	8.4e-96	309.4	TIGR01523	potassium and/or sodium efflux P-type ATPase, fungal-type
2710195505	893	366	887	1.5e-100	325.5	TIGR01517	plasma-membrane calcium-translocating P-type ATPase
2710195505	893	52	888	0.0e+00	700.3	TIGR01116	sarco/endoplasmic reticulum calcium-translocating P-type ATPase
2710195505	893	82	349	1.9e-48	153	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2710195507	207	7	177	1.8e-53	166.9	TIGR00336	orotate phosphoribosyltransferase
2710195508	236	5	229	4.1e-60	189.2	TIGR01740	orotidine 5'-phosphate decarboxylase, subfamily 1
2710195509	313	4	302	4.1e-127	409.3	TIGR01037	dihydroorotate dehydrogenase (subfamily 1) family protein
2710195511	1070	2	1048	0.0e+00	1616.1	TIGR01369	carbamoyl-phosphate synthase, large subunit
2710195512	363	3	354	0.0e+00	493.1	TIGR01368	carbamoyl-phosphate synthase, small subunit
2710195513	428	15	424	0.0e+00	479.8	TIGR00857	dihydroorotase, multifunctional complex type
2710195514	293	3	291	8.1e-98	313.2	TIGR00670	aspartate carbamoyltransferase
2710195515	442	14	418	0.0e+00	442.4	TIGR00801	uracil-xanthine permease
2710195517	303	10	300	5.3e-109	350	TIGR00005	pseudouridine synthase, RluA family
2710195518	164	1	153	3.5e-51	159.4	TIGR00077	lipoprotein signal peptidase
2710195520	923	13	833	0.0e+00	1066.7	TIGR00392	isoleucyl-tRNA synthetase
2710195521	171	3	36	1.6e-21	62	TIGR03544	DivIVA domain
2710195525	224	1	224	2.1e-52	164	TIGR00044	pyridoxal phosphate enzyme, YggS family
2710195526	273	36	271	3.3e-58	182.7	TIGR00726	YfiH family protein
2710195527	95	3	76	5.1e-30	89.8	TIGR02888	sporulation protein, YlmC/YmxH family
2710195528	258	35	258	3.5e-85	272.9	TIGR02980	RNA polymerase sigma-70 factor, sigma-B/F/G subfamily
2710195528	258	37	257	3.1e-36	112.1	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2710195528	258	4	257	0.0e+00	510.2	TIGR02850	RNA polymerase sigma-G factor
2710195529	239	57	235	9.9e-39	119.7	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2710195529	239	6	239	0.0e+00	448.4	TIGR02835	RNA polymerase sigma-E factor
2710195530	308	1	299	5.6e-88	281	TIGR02854	sigma-E processing peptidase SpoIIGA
2710195531	387	1	354	0.0e+00	466.4	TIGR00065	cell division protein FtsZ
2710195532	432	6	370	0.0e+00	423.6	TIGR01174	cell division protein FtsA
2710195537	366	9	362	0.0e+00	596.9	TIGR02615	stage V sporulation protein E
2710195537	366	9	364	0.0e+00	443.5	TIGR02614	cell division protein FtsW
2710195537	366	9	365	3.1e-103	333.1	TIGR02210	rod shape-determining protein RodA
2710195538	449	11	448	0.0e+00	447.2	TIGR01087	UDP-N-acetylmuramoylalanine--D-glutamate ligase
2710195539	324	17	324	9.9e-127	408.8	TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase
2710195541	486	20	484	0.0e+00	545.4	TIGR01085	UDP-N-acetylmuramyl-tripeptide synthetase
2710195542	639	12	638	0.0e+00	862.8	TIGR02214	stage V sporulation protein D
2710195544	122	39	122	1.9e-26	78.1	TIGR02209	cell division protein FtsL
2710195545	311	1	310	4.8e-130	419.5	TIGR00006	16S rRNA (cytosine(1402)-N(4))-methyltransferase
2710195546	143	1	143	2.2e-62	195.4	TIGR00242	division/cell wall cluster transcriptional repressor MraZ
2710195547	539	10	537	0.0e+00	589.9	TIGR03998	bacillithiol biosynthesis cysteine-adding enzyme BshC
2710195549	298	2	295	4.1e-65	206	TIGR00745	2-dehydropantoate 2-reductase
2710195552	449	1	448	0.0e+00	566.2	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2710195554	203	3	91	9.4e-47	145.2	TIGR02894	transcription factor, RsfA family
2710195556	57	2	56	3.9e-32	96.6	TIGR01031	ribosomal protein L32
2710195561	406	8	398	0.0e+00	425.3	TIGR02871	sporulation integral membrane protein YlbJ
2710195562	161	4	158	4.1e-68	215.4	TIGR01510	pantetheine-phosphate adenylyltransferase, bacterial
2710195562	161	4	64	1.3e-21	63.8	TIGR00125	cytidyltransferase-like domain
2710195563	183	1	182	3.3e-60	189.1	TIGR00095	16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
2710195573	162	33	157	9.8e-29	86	TIGR00369	uncharacterized domain 1
2710195576	352	7	346	2.2e-100	322.4	TIGR02872	sporulation integral membrane protein YtvI
2710195578	302	2	282	5.3e-120	386.2	TIGR02737	cytochrome c oxidase assembly factor CtaG
2710195579	110	1	110	1.7e-51	159	TIGR02908	cytochrome c oxidase, subunit IVB
2710195581	622	17	521	0.0e+00	687.1	TIGR02891	cytochrome c oxidase, subunit I
2710195582	358	34	248	4.6e-57	178.9	TIGR02866	cytochrome c oxidase, subunit II
2710195583	304	22	302	2.5e-97	312	TIGR01473	protoheme IX farnesyltransferase
2710195585	1146	6	1144	0.0e+00	1945.9	TIGR01235	pyruvate carboxylase
2710195586	405	10	375	1.0e-102	329.8	TIGR02614	cell division protein FtsW
2710195588	307	8	307	1.4e-126	407.6	TIGR03814	glutaminase A
2710195591	200	3	157	2.8e-44	137.3	TIGR02898	sporulation lipoprotein, YhcN/YlaJ family
2710195596	612	5	161	8.3e-28	84.9	TIGR00231	small GTP-binding protein domain
2710195596	612	7	603	0.0e+00	955.6	TIGR01394	GTP-binding protein TypA/BipA
2710195608	469	9	467	0.0e+00	589.3	TIGR01350	dihydrolipoamide dehydrogenase
2710195609	445	4	443	7.4e-94	301.2	TIGR01349	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase, long form
2710195611	371	24	365	0.0e+00	470.2	TIGR03181	pyruvate dehydrogenase E1 component, alpha subunit
2710195613	184	4	181	3.4e-50	155.8	TIGR00079	peptide deformylase
2710195614	256	4	223	5.5e-29	88.8	TIGR01484	HAD-superfamily hydrolase, subfamily IIB
2710195614	256	4	250	1.5e-69	221.4	TIGR00099	Cof subfamily of IIB subfamily of haloacid dehalogenase superfamily
2710195616	555	9	553	0.0e+00	756.7	TIGR00649	beta-CASP ribonuclease, RNase J family
2710195625	372	6	360	3.2e-90	288.8	TIGR01891	amidohydrolase
2710195626	235	55	210	3.6e-27	82.5	TIGR00965	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
2710195626	235	6	235	4.2e-120	386.5	TIGR03532	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
2710195632	77	3	76	9.0e-28	82.9	TIGR02196	Glutaredoxin-like protein, YruB-family
2710195638	696	22	143	5.9e-11	29.7	TIGR00229	PAS domain S-box
2710195638	696	268	433	4.4e-36	111.2	TIGR00254	diguanylate cyclase (GGDEF) domain
2710195643	240	2	240	4.6e-118	379	TIGR03365	7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE
2710195644	144	14	142	1.2e-33	103.2	TIGR00039	6-pyruvoyl tetrahydropterin synthase/QueD family protein
2710195644	144	16	111	5.0e-30	91	TIGR03367	queuosine biosynthesis protein QueD
2710195645	221	6	204	8.3e-87	276	TIGR00364	queuosine biosynthesis protein QueC
2710195646	331	4	314	6.4e-87	277.8	TIGR00383	magnesium Mg(2+) and cobalt Co(2+) transport protein (corA)
2710195649	573	5	567	0.0e+00	852.7	TIGR01417	phosphoenolpyruvate-protein phosphotransferase
2710195650	88	1	82	1.0e-37	114.3	TIGR01003	Phosphotransferase System HPr (HPr) Family
2710195652	260	8	258	3.4e-62	196.1	TIGR00245	TIGR00245 family protein
2710195666	468	4	468	0.0e+00	761.6	TIGR00873	6-phosphogluconate dehydrogenase (decarboxylating)
2710195669	374	6	369	0.0e+00	542.7	TIGR01883	peptidase T-like protein
2710195671	137	3	130	7.7e-52	161.4	TIGR03081	methylmalonyl-CoA epimerase
2710195676	219	11	110	7.0e-33	99.4	TIGR01726	amine acid ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
2710195678	145	8	142	5.6e-66	207	TIGR04191	putative bacilliredoxin, YphP/YqiW family
2710195679	349	32	338	3.8e-102	327.4	TIGR00750	LAO/AO transport system ATPase
2710195680	718	28	550	0.0e+00	902.4	TIGR00641	methylmalonyl-CoA mutase N-terminal domain
2710195680	718	581	712	6.0e-63	197.8	TIGR00640	methylmalonyl-CoA mutase C-terminal domain
2710195681	597	193	458	1.5e-50	158.8	TIGR00641	methylmalonyl-CoA mutase N-terminal domain
2710195681	597	8	588	5.2e-94	302.5	TIGR00642	methylmalonyl-CoA mutase, heterodimeric type, beta chain
2710195686	474	4	474	0.0e+00	600.1	TIGR01350	dihydrolipoamide dehydrogenase
2710195687	368	7	357	0.0e+00	581.4	TIGR02707	butyrate kinase
2710195689	302	3	299	0.0e+00	429.6	TIGR02706	phosphate butyryltransferase
2710195690	688	114	228	6.6e-15	41.5	TIGR00229	PAS domain S-box
2710195694	259	2	259	0.0e+00	428	TIGR02875	sporulation transcription factor Spo0A
2710195695	429	4	419	0.0e+00	578.8	TIGR02860	stage IV sporulation protein B
2710195696	569	1	562	0.0e+00	640.2	TIGR00634	DNA repair protein RecN
2710195697	150	5	150	4.3e-58	181.6	TIGR01529	arginine repressor
2710195698	279	8	240	7.7e-95	302.6	TIGR00478	TlyA family rRNA methyltransferase/putative hemolysin
2710195699	630	3	624	0.0e+00	970.8	TIGR00204	1-deoxy-D-xylulose-5-phosphate synthase
2710195702	77	9	65	5.0e-27	80	TIGR01280	exodeoxyribonuclease VII, small subunit
2710195703	455	10	360	0.0e+00	470.3	TIGR00237	exodeoxyribonuclease VII, large subunit
2710195705	128	2	128	3.3e-49	152.7	TIGR01951	transcription antitermination factor NusB
2710195707	450	1	450	0.0e+00	790.8	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2710195708	166	2	165	4.7e-57	178.9	TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein
2710195710	217	30	217	1.7e-70	222.3	TIGR02830	stage III sporulation protein AG
2710195711	209	2	111	1.3e-40	124.3	TIGR02896	stage III sporulation protein AF
2710195712	399	1	392	0.0e+00	486.6	TIGR02829	stage III sporulation protein AE
2710195713	113	10	110	1.7e-42	130.1	TIGR02849	stage III sporulation protein AD
2710195714	68	3	66	2.8e-35	106.9	TIGR02848	stage III sporulation protein AC
2710195715	171	3	171	1.2e-68	216.6	TIGR02833	stage III sporulation protein AB
2710195716	307	28	295	5.7e-116	372.5	TIGR02858	stage III sporulation protein AA
2710195717	185	2	185	1.6e-84	268.2	TIGR00038	translation elongation factor P
2710195719	152	3	144	1.7e-65	205	TIGR01088	3-dehydroquinate dehydratase, type II
2710195723	856	112	777	0.0e+00	607.3	TIGR02504	ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent
2710195729	368	4	365	0.0e+00	472.2	TIGR00528	glycine cleavage system T protein
2710195738	103	5	28	1.3e-11	30.3	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2710195743	126	4	117	1.2e-39	121.4	TIGR01617	transcriptional regulator, Spx/MgsR family
2710195748	104	2	102	3.5e-38	116.4	TIGR00106	uncharacterized protein, MTH1187 family
2710195752	323	8	323	2.3e-126	407.3	TIGR00744	ROK family protein (putative glucokinase)
2710195758	260	1	213	3.2e-42	130.9	TIGR00297	TIGR00297 family protein
2710195759	188	3	180	1.9e-46	144.4	TIGR02727	5,10-methenyltetrahydrofolate synthetase
2710195760	49	1	49	5.0e-25	73.9	TIGR01023	ribosomal protein L33, bacterial type
2710195766	219	5	215	8.9e-72	227.1	TIGR02135	phosphate transport system regulatory protein PhoU
2710195767	257	10	257	4.3e-126	405.3	TIGR00972	phosphate ABC transporter, ATP-binding protein
2710195768	271	24	271	3.0e-128	412.3	TIGR00972	phosphate ABC transporter, ATP-binding protein
2710195769	295	7	289	6.4e-83	264	TIGR00974	phosphate ABC transporter, permease protein PstA
2710195770	322	39	321	7.1e-91	291.2	TIGR02138	phosphate ABC transporter, permease protein PstC
2710195770	322	40	322	2.1e-52	164.9	TIGR00974	phosphate ABC transporter, permease protein PstA
2710195771	302	1	286	7.5e-83	264.1	TIGR02136	phosphate binding protein
2710195776	542	7	317	9.7e-74	234.7	TIGR00704	Na/Pi-cotransporter
2710195780	371	7	351	0.0e+00	440.9	TIGR00612	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
2710195789	297	2	285	5.4e-106	339.9	TIGR00587	apurinic endonuclease (APN1)
2710195792	318	2	287	1.5e-92	295.7	TIGR00216	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase (IPP and DMAPP forming)
2710195793	372	4	368	1.6e-95	305.5	TIGR00486	dinuclear metal center protein, YbgI/SA1388 family
2710195798	376	138	365	1.8e-42	132.4	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2710195798	376	139	376	2.5e-128	414.2	TIGR02393	RNA polymerase sigma factor RpoD, C-terminal domain
2710195799	603	4	421	0.0e+00	488.5	TIGR01391	DNA primase, catalytic core
2710195803	457	1	242	8.3e-97	310.9	TIGR00389	glycyl-tRNA synthetase, dimeric type
2710195804	250	3	243	6.7e-83	263.8	TIGR00613	DNA repair protein RecO
2710195806	306	10	174	4.5e-32	98.1	TIGR00231	small GTP-binding protein domain
2710195806	306	13	284	5.6e-114	367	TIGR00436	GTP-binding protein Era
2710195807	132	4	130	1.8e-49	153.4	TIGR01354	cytidine deaminase, homotetrameric
2710195809	157	39	153	8.2e-46	140.9	TIGR00043	rRNA maturation RNase YbeY
2710195810	719	505	605	5.7e-32	95.7	TIGR00277	HDIG domain
2710195812	395	5	387	3.2e-128	413.9	TIGR02876	sporulation protein YqfD
2710195813	94	9	93	2.1e-39	119.5	TIGR02856	sporulation protein YqfC
2710195819	57	2	57	2.0e-25	74.7	TIGR00030	ribosomal protein S21
2710195820	310	1	308	1.6e-76	243.8	TIGR00704	Na/Pi-cotransporter
2710195821	223	4	215	4.5e-98	312.9	TIGR00126	deoxyribose-phosphate aldolase
2710195823	444	3	429	0.0e+00	489.4	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2710195823	444	6	419	0.0e+00	477.6	TIGR01579	MiaB-like tRNA modifying enzyme
2710195824	250	1	249	6.1e-74	234.4	TIGR00046	RNA methyltransferase, RsmE family
2710195825	313	3	305	2.0e-106	341.6	TIGR00406	ribosomal protein L11 methyltransferase
2710195826	376	5	354	0.0e+00	482.7	TIGR02349	chaperone protein DnaJ
2710195827	609	3	574	0.0e+00	951.7	TIGR02350	chaperone protein DnaK
2710195829	344	3	336	9.4e-119	382.9	TIGR00331	heat shock gene repressor HrcA
2710195830	376	3	364	0.0e+00	438.9	TIGR00539	putative oxygen-independent coproporphyrinogen III oxidase
2710195831	610	11	187	9.1e-23	67.9	TIGR00231	small GTP-binding protein domain
2710195831	610	11	605	0.0e+00	1056.1	TIGR01393	elongation factor 4
2710195833	402	183	386	2.5e-75	238.7	TIGR02867	stage II sporulation protein P
2710195834	369	11	369	0.0e+00	596.1	TIGR01441	GPR endopeptidase
2710195835	83	1	83	1.2e-26	79.3	TIGR00029	ribosomal protein S20
2710195836	342	14	337	8.7e-94	300.3	TIGR01128	DNA polymerase III, delta subunit
2710195838	750	221	391	1.6e-42	132.7	TIGR00360	ComEC/Rec2-related protein
2710195838	750	66	732	1.8e-129	419.7	TIGR00361	DNA internalization-related competence protein ComEC/Rec2
2710195839	187	2	152	6.8e-91	288.1	TIGR02571	ComE operon protein 2
2710195840	208	140	207	5.8e-26	77.6	TIGR00426	competence protein ComEA helix-hairpin-helix repeat region
2710195840	208	83	207	2.6e-44	137.3	TIGR01259	comEA protein
2710195841	273	3	260	1.1e-45	142.3	TIGR00112	pyrroline-5-carboxylate reductase
2710195843	117	5	103	2.6e-40	122.9	TIGR00090	ribosome silencing factor RsfS/YbeB/iojap
2710195844	188	10	181	1.0e-66	211.1	TIGR00488	putative HD superfamily hydrolase of NAD metabolism
2710195845	190	6	71	5.1e-13	36.3	TIGR00125	cytidyltransferase-like domain
2710195845	190	8	189	6.1e-57	179.8	TIGR00482	nicotinate (nicotinamide) nucleotide adenylyltransferase
2710195846	97	2	97	8.9e-42	127.9	TIGR00253	putative RNA-binding protein, YhbY family
2710195847	276	2	275	1.3e-98	315.5	TIGR00507	shikimate dehydrogenase
2710195848	366	5	366	0.0e+00	533.8	TIGR03597	ribosome biogenesis GTPase YqeH
2710195849	173	28	139	5.1e-27	82.8	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
2710195849	173	3	169	7.4e-60	189.4	TIGR01668	HAD superfamily (subfamily IIIA) phosphatase, TIGR01668
2710195849	173	40	136	1.2e-10	29.8	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2710195851	179	23	176	5.0e-45	139.4	TIGR00473	CDP-diacylglycerol--serine O-phosphatidyltransferase
2710195853	238	3	228	6.6e-117	375.9	TIGR02846	RNA polymerase sigma-K factor
2710195853	238	49	226	1.1e-33	103.3	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2710195856	378	3	378	0.0e+00	430.1	TIGR01329	cystathionine beta-lyase, eukaryotic
2710195857	307	7	303	1.1e-107	346.8	TIGR01136	cysteine synthase
2710195857	307	7	303	3.9e-107	344.9	TIGR01139	cysteine synthase A
2710195858	230	19	230	1.2e-14	41.7	TIGR01705	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase, putative
2710195858	230	2	230	5.7e-111	356.5	TIGR01704	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
2710195863	158	8	158	4.7e-64	201.1	TIGR01462	transcription elongation factor GreA
2710195864	211	1	206	2.4e-96	307.3	TIGR00235	uridine kinase
2710195868	377	23	377	2.7e-110	354.6	TIGR00247	conserved hypothetical protein, YceG family
2710195870	138	4	135	8.0e-52	160.9	TIGR00250	putative transcription antitermination factor YqgF
2710195872	877	8	857	0.0e+00	1101.3	TIGR00344	alanine--tRNA ligase
2710195875	335	26	320	9.4e-122	391.9	TIGR00433	biotin synthase
2710195877	799	17	753	0.0e+00	876	TIGR01448	helicase, putative, RecD/TraA family
2710195879	383	20	369	0.0e+00	473.3	TIGR00420	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase
2710195880	380	4	380	0.0e+00	476.7	TIGR03402	cysteine desulfurase NifS
2710195881	139	1	125	7.6e-38	115.6	TIGR00738	Rrf2 family protein
2710195891	589	3	588	0.0e+00	873.4	TIGR00459	aspartyl-tRNA synthetase, bacterial type
2710195892	424	4	411	0.0e+00	515.5	TIGR00442	histidyl-tRNA synthetase
2710195895	147	1	146	7.3e-65	204	TIGR00256	D-tyrosyl-tRNA(Tyr) deacylase
2710195896	729	31	726	0.0e+00	870.9	TIGR00691	(p)ppGpp synthetase, RelA/SpoT family
2710195897	170	3	170	5.5e-75	237.2	TIGR01090	adenine phosphoribosyltransferase
2710195898	510	1	285	1.2e-82	263.8	TIGR00644	single-stranded-DNA-specific exonuclease RecJ
2710195899	290	27	274	1.8e-94	302.9	TIGR00644	single-stranded-DNA-specific exonuclease RecJ
2710195902	308	10	296	1.9e-79	252.9	TIGR01297	cation diffusion facilitator family transporter
2710195903	754	174	399	4.9e-60	190.6	TIGR00916	protein-export membrane protein, SecD/SecF family
2710195903	754	34	406	9.6e-114	368.1	TIGR01129	protein-export membrane protein SecD
2710195903	754	476	721	9.2e-76	242.4	TIGR00966	protein-export membrane protein SecF
2710195905	516	4	492	0.0e+00	565.2	TIGR02900	stage V sporulation protein B
2710195908	135	15	128	5.7e-34	102.9	TIGR04086	putative membrane protein, TIGR04086 family
2710195909	90	3	86	5.0e-35	105.7	TIGR00739	preprotein translocase, YajC subunit
2710195910	379	6	374	0.0e+00	584	TIGR00449	tRNA-guanine family transglycosylase
2710195910	379	6	374	0.0e+00	619.4	TIGR00430	tRNA-guanine transglycosylase
2710195911	341	1	341	0.0e+00	488	TIGR00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2710195913	333	24	328	0.0e+00	493.3	TIGR00635	Holliday junction DNA helicase, RuvB subunit
2710195914	203	1	203	6.3e-61	191.3	TIGR00084	Holliday junction DNA helicase, RuvA subunit
2710195918	515	6	49	2.7e-30	90.4	TIGR02899	spore coat assembly protein SafA
2710195919	370	23	370	4.4e-118	379.9	TIGR00550	quinolinate synthetase complex, A subunit
2710195920	281	9	275	1.5e-103	331.7	TIGR00078	nicotinate-nucleotide pyrophosphorylase
2710195921	529	2	494	0.0e+00	528.9	TIGR00551	L-aspartate oxidase
2710195926	428	158	326	4.0e-17	50.1	TIGR00231	small GTP-binding protein domain
2710195926	428	2	329	0.0e+00	474.9	TIGR02729	Obg family GTPase CgtA
2710195926	428	358	427	2.1e-30	92.2	TIGR03595	Obg family GTPase CgtA, C-terminal extension
2710195931	265	6	239	3.7e-37	114	TIGR00266	TIGR00266 family protein
2710195932	270	8	267	0.0e+00	460	TIGR03331	S-adenosylmethionine decarboxylase proenzyme, Escherichia coli form
2710195937	263	105	226	6.5e-19	57.2	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
2710195937	263	117	225	3.0e-10	29	TIGR01493	Haloacid dehalogenase superfamily, subfamily IA, variant 2 with 3rd motif like haloacid dehalogenase
2710195937	263	75	232	2.0e-13	39.2	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2710195939	216	3	183	3.6e-41	128.3	TIGR01489	2,3-diketo-5-methylthio-1-phosphopentane phosphatase
2710195939	216	5	176	6.3e-26	78.5	TIGR01488	Haloacid Dehalogenase superfamily, subfamily IB, phosphoserine phosphatase-like
2710195943	173	7	172	3.2e-54	169.1	TIGR01382	intracellular protease, PfpI family
2710195962	319	11	310	1.8e-90	289.4	TIGR00345	transport-energizing ATPase, TRC40/GET3/ArsA family
2710195973	179	2	167	3.2e-36	112.2	TIGR00213	D,D-heptose 1,7-bisphosphate phosphatase
2710195973	179	3	151	2.4e-35	109.4	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
2710195973	179	3	152	4.3e-45	140.9	TIGR01656	histidinol-phosphate phosphatase family domain
2710195977	420	17	410	0.0e+00	530.6	TIGR00407	gamma-glutamyl phosphate reductase
2710195978	369	6	363	1.4e-128	415	TIGR01027	glutamate 5-kinase
2710195979	281	7	269	7.1e-84	267.5	TIGR00112	pyrroline-5-carboxylate reductase
2710195980	317	80	226	6.5e-38	116.5	TIGR00350	cell envelope-related function transcriptional attenuator common domain
2710195983	195	4	179	2.6e-64	202.1	TIGR00636	ATP:cob(I)alamin adenosyltransferase
2710195986	262	3	253	1.6e-38	118.9	TIGR00317	cobalamin 5'-phosphate synthase/cobalamin synthase
2710195991	176	5	157	5.3e-63	198.1	TIGR00401	methionine-S-sulfoxide reductase
2710195999	171	5	168	8.1e-45	139.1	TIGR02898	sporulation lipoprotein, YhcN/YlaJ family
2710196001	643	1	529	0.0e+00	494.8	TIGR01069	MutS2 family protein
2710196005	709	5	587	0.0e+00	777	TIGR01389	ATP-dependent DNA helicase RecQ
2710196005	709	7	458	0.0e+00	471.7	TIGR00614	ATP-dependent DNA helicase, RecQ family
2710196011	366	7	360	1.4e-62	198.1	TIGR00912	spore germination protein (amino acid permease)
2710196012	379	3	379	2.9e-73	232.9	TIGR02887	germination protein, Ger(x)C family
2710196016	253	50	239	1.6e-57	180.7	TIGR03592	membrane protein insertase, YidC/Oxa1 family, C-terminal domain
2710196021	524	12	515	1.5e-83	267	TIGR00831	Na+/H+ antiporter, bacterial form
2710196032	410	2	410	0.0e+00	599.2	TIGR01347	2-oxoglutarate dehydrogenase complex dihydrolipoamide succinyltransferase (E2 component)
2710196033	948	14	946	0.0e+00	1169.7	TIGR00239	2-oxoglutarate dehydrogenase, E1 component
2710196042	135	3	134	5.6e-50	154.6	TIGR00149	secondary thiamine-phosphate synthase enzyme
2710196051	123	8	121	1.0e-21	63.6	TIGR00283	peptidyl-tRNA hydrolase
2710196056	368	4	368	4.9e-79	251.9	TIGR02887	germination protein, Ger(x)C family
2710196057	369	5	365	2.2e-53	167.9	TIGR00912	spore germination protein (amino acid permease)
2710196062	500	45	488	0.0e+00	509.4	TIGR00842	choline/carnitine/betaine transport
2710196065	506	9	488	1.5e-79	253.9	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2710196068	127	1	122	2.5e-48	149.6	TIGR00220	large conductance mechanosensitive channel protein
2710196073	328	14	314	2.0e-39	121.6	TIGR01297	cation diffusion facilitator family transporter
2710196076	162	1	155	4.2e-35	107.3	TIGR00040	phosphoesterase, MJ0936 family
2710196077	547	3	529	0.0e+00	497.6	TIGR00398	methionine--tRNA ligase
2710196079	263	10	256	1.2e-78	249.6	TIGR00262	tryptophan synthase, alpha subunit
2710196080	400	10	394	0.0e+00	650.2	TIGR00263	tryptophan synthase, beta subunit
2710196083	341	5	332	6.0e-123	396.3	TIGR01245	anthranilate phosphoribosyltransferase
2710196084	203	1	188	2.4e-75	238.6	TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
2710196085	465	16	465	0.0e+00	604	TIGR00564	anthranilate synthase component I, non-proteobacterial lineages
2710196087	498	2	495	4.9e-98	314.8	TIGR02733	C-3',4' desaturase CrtD
2710196088	480	3	473	0.0e+00	728.1	TIGR02119	sodium/pantothenate symporter
2710196088	480	37	432	4.3e-96	309.4	TIGR00813	transporter, SSS family
2710196092	276	1	257	1.2e-99	319	TIGR02772	Ku protein, prokaryotic
2710196094	620	12	592	0.0e+00	585.6	TIGR02776	DNA ligase D
2710196094	620	2	310	1.7e-73	235	TIGR02779	DNA ligase D, ligase domain
2710196094	620	324	564	1.3e-90	291	TIGR02778	DNA ligase D, polymerase domain
2710196095	331	3	290	9.4e-62	194.8	TIGR00652	diaminopimelate epimerase
2710196099	169	27	164	2.5e-65	204.9	TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
2710196100	397	1	197	3.9e-81	258.4	TIGR00506	3,4-dihydroxy-2-butanone 4-phosphate synthase
2710196100	397	205	395	2.2e-85	272	TIGR00505	GTP cyclohydrolase II
2710196101	218	1	204	1.1e-75	239.4	TIGR00187	riboflavin synthase, alpha subunit
2710196102	364	145	359	4.1e-67	212.9	TIGR00227	riboflavin-specific deaminase C-terminal domain
2710196102	364	7	356	6.3e-126	407.1	TIGR00326	riboflavin biosynthesis protein RibD
2710196112	259	6	247	5.2e-61	192.5	TIGR00753	undecaprenyl-diphosphatase UppP
2710196118	356	1	352	3.5e-77	246.7	TIGR01133	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
2710196118	356	4	330	2.1e-16	47.1	TIGR00661	conserved hypothetical protein
2710196119	495	4	493	2.8e-112	361.9	TIGR02734	phytoene desaturase
2710196123	452	20	421	1.2e-106	342.8	TIGR00797	putative efflux protein, MATE family
2710196125	260	136	259	9.6e-66	205.6	TIGR02909	uncharacterized protein, YkwD family
2710196129	539	10	512	4.5e-87	278.7	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2710196135	312	76	225	3.6e-33	101.1	TIGR00350	cell envelope-related function transcriptional attenuator common domain
2710196136	486	73	404	4.2e-123	396.6	TIGR00225	C-terminal peptidase (prc)
2710196139	234	4	234	3.3e-112	359.6	TIGR00107	purine-nucleoside phosphorylase, family 1 (deoD)
2710196151	96	8	96	1.5e-43	134.2	TIGR03829	uncharacterized protein, YokU family
2710196151	96	9	56	4.5e-13	36.5	TIGR03831	YgiT-type zinc finger domain
