gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2710195002	582	368	554	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710195002	582	5	330	SUPERFAMILY	SSF90123	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2710195002	582	19	308	ProSiteProfiles	PS50929	IPR011527	ABC transporter type 1, transmembrane domain	GO:0005524|GO:0006810|GO:0016021|GO:0042626|GO:0055085
2710195002	582	480	494	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710195002	582	331	579	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710195003	182	9	177	SUPERFAMILY	SSF159234			
2710195006	247	3	245	SUPERFAMILY	SSF51735			
2710195008	368	49	200	SMART	SM00478	IPR003265	HhH-GPD domain	GO:0006284
2710195008	368	201	221	SMART	SM00525	IPR003651	Endonuclease III-like, iron-sulphur cluster loop motif	GO:0051539
2710195008	368	15	232	SUPERFAMILY	SSF48150	IPR011257	DNA glycosylase	GO:0003824|GO:0006281
2710195008	368	230	359	SUPERFAMILY	SSF55811	IPR015797	NUDIX hydrolase domain-like	GO:0016787
2710195014	108	3	105	SUPERFAMILY	SSF101697	IPR014938	Protein of unknown function DUF1811	
2710195015	223	134	162	ProSitePatterns	PS00061	IPR020904	Short-chain dehydrogenase/reductase, conserved site	GO:0016491
2710195015	223	2	212	SUPERFAMILY	SSF51735			
2710195018	301	1	299	SUPERFAMILY	SSF51735			
2710195021	113	1	107	SUPERFAMILY	SSF54593			
2710195022	540	114	485	ProSiteProfiles	PS50011	IPR000719	Protein kinase domain	GO:0004672|GO:0005524|GO:0006468
2710195022	540	86	148	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2710195022	540	193	301	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2710195023	876	721	848	SUPERFAMILY	SSF53244	IPR004101	Mur ligase, C-terminal	GO:0005524|GO:0009058|GO:0016874
2710195023	876	219	472	ProSiteProfiles	PS50975	IPR011761	ATP-grasp fold	GO:0005524|GO:0046872
2710195023	876	443	732	SUPERFAMILY	SSF53623	IPR013221	Mur ligase, central	GO:0005524|GO:0009058
2710195023	876	215	324	SUPERFAMILY	SSF56059			
2710195023	876	384	468	SUPERFAMILY	SSF56059			
2710195024	264	6	221	SUPERFAMILY	SSF52317			
2710195026	103	2	85	SUPERFAMILY	SSF46767	IPR014048	Methylated-DNA-[protein]-cysteine S-methyltransferase, DNA binding	GO:0003824|GO:0006281
2710195027	247	5	16	ProSitePatterns	PS01228	IPR000150	Cof protein	GO:0008152|GO:0016787
2710195027	247	1	244	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2710195027	247	193	215	ProSitePatterns	PS01229			
2710195030	712	338	373	ProSiteProfiles	PS50151	IPR001943	UVR domain	GO:0005515
2710195030	712	124	268	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710195030	712	451	625	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710195030	712	219	231	ProSitePatterns	PS00870	IPR018368	ClpA/B, conserved site 1	GO:0005524
2710195030	712	624	711	SMART	SM01086	IPR019489	Clp ATPase, C-terminal	
2710195030	712	86	357	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710195030	712	400	701	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710195030	712	485	503	ProSitePatterns	PS00871	IPR028299	ClpA/B, conserved site 2	
2710195033	683	361	369	ProSitePatterns	PS00437	IPR002226	Catalase haem-binding site	GO:0020037
2710195033	683	31	419	SMART	SM01060	IPR011614	Catalase core domain	GO:0004096|GO:0020037|GO:0055114
2710195033	683	27	516	ProSiteProfiles	PS51402	IPR018028	Catalase, mono-functional, haem-containing	GO:0004096|GO:0006979|GO:0020037|GO:0055114
2710195033	683	12	517	SUPERFAMILY	SSF56634	IPR020835	Catalase-like domain	GO:0020037|GO:0055114
2710195033	683	67	83	ProSitePatterns	PS00438	IPR024708	Catalase active site	GO:0004096
2710195033	683	540	680	SUPERFAMILY	SSF52317			
2710195036	431	6	414	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2710195037	424	17	414	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2710195037	424	236	424	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2710195038	211	1	208	SUPERFAMILY	SSF52218			
2710195041	173	1	144	ProSiteProfiles	PS50905	IPR009040	Ferritin- like diiron domain	
2710195041	173	1	160	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
2710195042	312	44	142	SUPERFAMILY	SSF103481			
2710195042	312	193	286	SUPERFAMILY	SSF103481			
2710195043	112	16	111	SMART	SM01022	IPR007374	ASCH domain	
2710195043	112	19	110	SUPERFAMILY	SSF88697	IPR015947	PUA-like domain	
2710195045	135	17	122	SUPERFAMILY	SSF81324			
2710195048	348	1	317	SUPERFAMILY	SSF51905			
2710195049	281	4	240	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710195049	281	28	217	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710195049	281	140	154	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710195049	281	4	230	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710195050	308	57	308	ProSiteProfiles	PS50983	IPR002491	ABC transporter periplasmic binding domain	GO:0005488
2710195050	308	1	19	ProSiteProfiles	PS51257			
2710195050	308	40	300	SUPERFAMILY	SSF53807			
2710195051	335	5	329	SUPERFAMILY	SSF81345			
2710195052	342	6	335	SUPERFAMILY	SSF81345			
2710195054	465	221	457	SUPERFAMILY	SSF55103	IPR016164	FAD-linked oxidase-like, C-terminal	GO:0003824|GO:0050660
2710195054	465	6	217	SUPERFAMILY	SSF56176	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2710195054	465	38	216	ProSiteProfiles	PS51387	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2710195055	364	38	316	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2710195056	320	69	317	SUPERFAMILY	SSF53474			
2710195057	462	3	15	ProSitePatterns	PS00785	IPR006146	5'-Nucleotidase, conserved site	GO:0000166|GO:0016788|GO:0046872
2710195057	462	270	455	SUPERFAMILY	SSF55816	IPR008334	5'-Nucleotidase, C-terminal	GO:0009166|GO:0016787
2710195057	462	1	265	SUPERFAMILY	SSF56300			
2710195058	204	53	198	SUPERFAMILY	SSF63817	IPR023365	Sortase domain	
2710195058	204	1	17	ProSiteProfiles	PS51257			
2710195060	156	4	142	SUPERFAMILY	SSF109854			
2710195061	581	15	72	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2710195061	581	320	362	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
2710195061	581	73	320	SUPERFAMILY	SSF51556			
2710195062	504	59	226	SMART	SM00244	IPR001107	Band 7 protein	
2710195062	504	83	225	SUPERFAMILY	SSF117892			
2710195063	157	5	153	SUPERFAMILY	SSF54637			
2710195065	504	285	430	SUPERFAMILY	SSF56425	IPR027477	Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain	
2710195065	504	3	277	SUPERFAMILY	SSF51905			
2710195065	504	434	499	SUPERFAMILY	SSF51905			
2710195068	325	1	19	ProSiteProfiles	PS51257			
2710195068	325	37	232	SUPERFAMILY	SSF53850			
2710195069	231	2	115	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2710195069	231	3	119	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2710195069	231	1	137	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2710195070	533	216	281	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2710195070	533	227	324	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2710195070	533	395	527	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710195070	533	420	529	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710195070	533	336	529	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2710195070	533	327	365	SUPERFAMILY	SSF55890	IPR016120	Signal transduction histidine kinase, sporulation regulator SpoOB	GO:0000155|GO:0000160|GO:0016772
2710195070	533	41	169	SUPERFAMILY	SSF103190			
2710195071	334	78	288	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
2710195071	334	12	42	SUPERFAMILY	SSF161098			
2710195071	334	72	239	SUPERFAMILY	SSF161098			
2710195072	294	79	277	SUPERFAMILY	SSF161098			
2710195073	656	387	482	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2710195073	656	395	506	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2710195073	656	521	655	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2710195073	656	527	656	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2710195073	656	43	363	SUPERFAMILY	SSF50974	IPR011045	Nitrous oxide reductase, N-terminal	
2710195073	656	1	20	ProSiteProfiles	PS51257			
2710195074	687	485	591	SUPERFAMILY	SSF48208	IPR008928	Six-hairpin glycosidase-like	GO:0003824
2710195074	687	1	22	ProSiteProfiles	PS51257			
2710195076	416	6	60	SMART	SM00530	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2710195076	416	7	61	ProSiteProfiles	PS50943	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2710195076	416	4	57	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2710195076	416	260	293	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
2710195076	416	178	211	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710195076	416	178	211	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710195076	416	260	293	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
2710195076	416	260	293	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
2710195076	416	147	215	SUPERFAMILY	SSF48452			
2710195076	416	253	300	SUPERFAMILY	SSF48452			
2710195078	268	13	260	SUPERFAMILY	SSF54001			
2710195079	317	213	316	SUPERFAMILY	SSF54292	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2710195079	317	231	317	ProSiteProfiles	PS51085	IPR001041	2Fe-2S ferredoxin-type domain	GO:0009055|GO:0051536
2710195079	317	266	274	ProSitePatterns	PS00197	IPR006058	2Fe-2S ferredoxin, iron-sulphur binding site	GO:0051537
2710195079	317	4	109	ProSiteProfiles	PS51384	IPR017927	Ferredoxin reductase-type FAD-binding domain	GO:0016491|GO:0055114
2710195079	317	5	104	SUPERFAMILY	SSF63380	IPR017938	Riboflavin synthase-like beta-barrel	GO:0016491|GO:0055114
2710195079	317	102	229	SUPERFAMILY	SSF52343			
2710195082	622	474	488	ProSitePatterns	PS01074	IPR002365	Terpene synthase, conserved site	GO:0016866
2710195082	622	36	295	SUPERFAMILY	SSF48239	IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid	
2710195082	622	297	620	SUPERFAMILY	SSF48239	IPR008930	Terpenoid cyclases/protein prenyltransferase alpha-alpha toroid	
2710195084	496	3	164	SUPERFAMILY	SSF46548	IPR009051	Alpha-helical ferredoxin	GO:0051536
2710195084	496	152	423	SUPERFAMILY	SSF51971			
2710195084	496	387	493	SUPERFAMILY	SSF51971			
2710195085	1532	1232	1498	SUPERFAMILY	SSF69336	IPR002489	Glutamate synthase, alpha subunit, C-terminal	GO:0008152|GO:0016491|GO:0055114
2710195085	1532	21	419	ProSiteProfiles	PS51278	IPR017932	Glutamine amidotransferase type 2 domain	
2710195085	1532	21	445	SUPERFAMILY	SSF56235			
2710195085	1532	449	1219	SUPERFAMILY	SSF51395			
2710195086	151	1	122	SUPERFAMILY	SSF55961			
2710195087	113	1	71	ProSiteProfiles	PS50937	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2710195087	113	2	72	SMART	SM00422	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2710195087	113	2	106	SUPERFAMILY	SSF46955	IPR009061	DNA binding domain, putative	
2710195088	346	1	127	SMART	SM00450	IPR001763	Rhodanese-like domain	
2710195088	346	11	133	ProSiteProfiles	PS50206	IPR001763	Rhodanese-like domain	
2710195088	346	13	126	SUPERFAMILY	SSF52821	IPR001763	Rhodanese-like domain	
2710195088	346	133	302	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710195089	516	64	324	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2710195090	183	6	161	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2710195091	307	43	145	SUPERFAMILY	SSF103481			
2710195091	307	191	292	SUPERFAMILY	SSF103481			
2710195092	443	173	437	SUPERFAMILY	SSF56327	IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	GO:0003824|GO:0005975|GO:0016616|GO:0055114
2710195092	443	141	172	ProSitePatterns	PS01324	IPR019802	Glycoside hydrolase, family 4, conserved site	GO:0004553|GO:0005975
2710195092	443	4	168	SUPERFAMILY	SSF51735			
2710195094	426	8	407	ProSiteProfiles	PS51105	IPR004501	Phosphotransferase system, lactose/cellobiose IIC component	GO:0008982|GO:0009401|GO:0016021
2710195095	101	1	101	ProSiteProfiles	PS51100	IPR013012	Phosphotransferase system, EIIB component, type 3	GO:0008982|GO:0009401
2710195095	101	1	100	SUPERFAMILY	SSF52794			
2710195096	288	4	80	ProSiteProfiles	PS51071	IPR000281	Helix-turn-helix protein RpiR	GO:0003700|GO:0006355
2710195096	288	127	267	ProSiteProfiles	PS51464	IPR001347	Sugar isomerase (SIS)	GO:0005975|GO:0030246
2710195096	288	5	76	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2710195096	288	99	268	SUPERFAMILY	SSF53697			
2710195097	112	5	102	SUPERFAMILY	SSF46973	IPR003188	Phosphotransferase system, lactose/cellobiose-specific IIA subunit	GO:0005351|GO:0006810|GO:0009401|GO:0016020
2710195097	112	5	103	ProSiteProfiles	PS51095	IPR003188	Phosphotransferase system, lactose/cellobiose-specific IIA subunit	GO:0005351|GO:0006810|GO:0009401|GO:0016020
2710195098	365	246	359	SUPERFAMILY	SSF50891	IPR002130	Cyclophilin-like peptidyl-prolyl cis-trans isomerase domain	GO:0003755|GO:0006457
2710195098	365	3	242	SUPERFAMILY	SSF51445	IPR017853	Glycoside hydrolase, superfamily	
2710195099	301	1	103	SUPERFAMILY	SSF53067			
2710195099	301	110	291	SUPERFAMILY	SSF53067			
2710195100	389	7	41	SUPERFAMILY	SSF53067			
2710195100	389	71	116	SUPERFAMILY	SSF53067			
2710195100	389	151	355	SUPERFAMILY	SSF53067			
2710195101	470	220	459	SUPERFAMILY	SSF55103	IPR016164	FAD-linked oxidase-like, C-terminal	GO:0003824|GO:0050660
2710195101	470	5	217	SUPERFAMILY	SSF56176	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2710195101	470	37	216	ProSiteProfiles	PS51387	IPR016166	FAD-binding, type 2	GO:0003824|GO:0016614|GO:0050660|GO:0055114
2710195102	439	5	106	SUPERFAMILY	SSF46548	IPR009051	Alpha-helical ferredoxin	GO:0051536
2710195102	439	14	46	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2710195102	439	69	92	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2710195102	439	26	37	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2710195102	439	78	89	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2710195104	305	178	301	SUPERFAMILY	SSF48179	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	GO:0055114
2710195104	305	1	182	SUPERFAMILY	SSF51735			
2710195105	202	14	137	SUPERFAMILY	SSF53335			
2710195107	241	4	178	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710195108	83	7	79	SMART	SM00899	IPR007167	Ferrous iron transporter FeoA domain	GO:0046914
2710195108	83	10	80	SUPERFAMILY	SSF50037	IPR008988	Transcriptional repressor, C-terminal	
2710195109	181	4	162	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2710195109	181	4	139	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2710195110	224	10	222	SUPERFAMILY	SSF55469	IPR000415	Nitroreductase-like	GO:0016491
2710195111	415	263	406	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710195111	415	305	410	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710195111	415	201	266	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2710195111	415	208	410	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2710195111	415	195	262	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2710195112	189	8	63	SMART	SM00530	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2710195112	189	9	63	ProSiteProfiles	PS50943	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2710195112	189	6	65	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2710195113	352	109	225	SUPERFAMILY	SSF56235			
2710195115	194	112	125	ProSitePatterns	PS00382	IPR018215	ClpP, active site	GO:0004252|GO:0006508
2710195115	194	11	192	SUPERFAMILY	SSF52096			
2710195116	223	101	154	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2710195116	223	14	72	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2710195117	224	2	112	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2710195117	224	3	116	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2710195117	224	145	220	SMART	SM00862	IPR001867	Signal transduction response regulator, C-terminal	GO:0000156|GO:0000160|GO:0003677|GO:0006355
2710195117	224	1	171	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2710195118	456	293	456	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710195118	456	347	456	SMART	SM00387	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2710195118	456	184	236	ProSiteProfiles	PS50885	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2710195118	456	184	236	SMART	SM00304	IPR003660	HAMP linker domain	GO:0004871|GO:0007165|GO:0016021
2710195118	456	237	303	SMART	SM00388	IPR003661	Signal transduction histidine kinase EnvZ-like, dimerisation/phosphoacceptor domain	GO:0000155|GO:0007165|GO:0016020
2710195118	456	244	456	ProSiteProfiles	PS50109	IPR005467	Signal transduction histidine kinase, core	
2710195118	456	220	303	SUPERFAMILY	SSF47384	IPR009082	Signal transduction histidine kinase, homodimeric domain	GO:0004871|GO:0007165
2710195118	456	184	233	SUPERFAMILY	SSF158472			
2710195120	217	5	217	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710195120	217	33	217	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710195120	217	144	158	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710195120	217	4	216	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710195122	364	11	190	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2710195122	364	241	333	SUPERFAMILY	SSF56601	IPR012338	Beta-lactamase/transpeptidase-like	
2710195123	288	39	139	SUPERFAMILY	SSF103481			
2710195123	288	180	279	SUPERFAMILY	SSF103481			
2710195124	510	1	175	SUPERFAMILY	SSF49503	IPR008972	Cupredoxin	
2710195124	510	181	309	SUPERFAMILY	SSF49503	IPR008972	Cupredoxin	
2710195124	510	366	508	SUPERFAMILY	SSF49503	IPR008972	Cupredoxin	
2710195125	234	46	232	SUPERFAMILY	SSF100950			
2710195126	479	273	393	SUPERFAMILY	SSF46548	IPR009051	Alpha-helical ferredoxin	GO:0051536
2710195126	479	313	324	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2710195126	479	64	89	SUPERFAMILY	SSF100950			
2710195126	479	135	296	SUPERFAMILY	SSF100950			
2710195129	239	9	77	ProSiteProfiles	PS50949	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
2710195129	239	15	74	SMART	SM00345	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
2710195129	239	95	233	SUPERFAMILY	SSF48008	IPR008920	Transcription regulator FadR/GntR, C-terminal	
2710195129	239	99	225	SMART	SM00895	IPR011711	GntR, C-terminal	
2710195129	239	5	78	SUPERFAMILY	SSF46785			
2710195130	285	5	55	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2710195130	285	57	110	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2710195130	285	128	283	SMART	SM00871	IPR010499	Bacterial transcription activator, effector binding	
2710195130	285	128	285	SUPERFAMILY	SSF55136	IPR011256	Regulatory factor, effector binding domain	
2710195130	285	8	106	ProSiteProfiles	PS01124	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700|GO:0006355|GO:0043565
2710195130	285	21	104	SMART	SM00342	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700|GO:0006355|GO:0043565
2710195130	285	58	100	ProSitePatterns	PS00041	IPR018062	HTH domain AraC-type, conserved site	GO:0003700|GO:0006355|GO:0043565
2710195131	144	8	143	SUPERFAMILY	SSF55961			
2710195132	107	1	91	ProSiteProfiles	PS50987	IPR001845	HTH ArsR-type DNA-binding domain	GO:0003700|GO:0006355
2710195132	107	7	85	SMART	SM00418	IPR001845	HTH ArsR-type DNA-binding domain	GO:0003700|GO:0006355
2710195132	107	7	98	SUPERFAMILY	SSF46785			
2710195133	492	31	348	SUPERFAMILY	SSF51905			
2710195133	492	330	438	SUPERFAMILY	SSF54373			
2710195133	492	452	489	SUPERFAMILY	SSF51905			
2710195134	121	31	116	SUPERFAMILY	SSF81324			
2710195135	70	4	59	SMART	SM00530	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2710195135	70	5	59	ProSiteProfiles	PS50943	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2710195135	70	2	63	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2710195136	311	145	166	ProSitePatterns	PS01162	IPR002364	Quinone oxidoreductase/zeta-crystallin, conserved site	GO:0008270|GO:0016491
2710195136	311	1	150	SUPERFAMILY	SSF50129	IPR011032	GroES (chaperonin 10)-like	
2710195136	311	10	308	SMART	SM00829	IPR020843	Polyketide synthase, enoylreductase	GO:0016491|GO:0016747
2710195136	311	117	277	SUPERFAMILY	SSF51735			
2710195137	472	274	285	ProSitePatterns	PS00070	IPR016160	Aldehyde dehydrogenase, conserved site	GO:0008152|GO:0016491|GO:0055114
2710195137	472	2	469	SUPERFAMILY	SSF53720	IPR016161	Aldehyde/histidinol dehydrogenase	GO:0008152|GO:0016491|GO:0055114
2710195140	152	1	148	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2710195140	152	30	137	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2710195141	164	6	155	SUPERFAMILY	SSF54593			
2710195142	110	13	110	ProSiteProfiles	PS51118	IPR002577	Helix-turn-helix, HxlR type	
2710195142	110	11	107	SUPERFAMILY	SSF46785			
2710195144	1515	1304	1514	SUPERFAMILY	SSF55486			
2710195145	230	5	230	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2710195145	230	33	220	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2710195145	230	144	158	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2710195145	230	6	224	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2710195149	741	70	142	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2710195149	741	72	140	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2710195149	741	77	189	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2710195149	741	188	299	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2710195149	741	192	258	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2710195149	741	301	470	SMART	SM00267	IPR000160	GGDEF domain	
2710195149	741	340	472	ProSiteProfiles	PS50887	IPR000160	GGDEF domain	
2710195149	741	144	196	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2710195149	741	260	310	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2710195149	741	317	472	SUPERFAMILY	SSF55073	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190|GO:0016849|GO:0035556
2710195149	741	145	187	SMART	SM00086	IPR001610	PAC motif	
2710195149	741	261	301	SMART	SM00086	IPR001610	PAC motif	
2710195149	741	480	725	SMART	SM00052	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2710195149	741	481	734	ProSiteProfiles	PS50883	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2710195149	741	485	731	SUPERFAMILY	SSF141868	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2710195150	565	469	528	SMART	SM00460	IPR002931	Transglutaminase-like	
2710195150	565	1	24	ProSiteProfiles	PS51257			
2710195150	565	407	548	SUPERFAMILY	SSF54001			
2710195151	168	5	168	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2710195151	168	14	167	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2710195152	127	11	79	ProSiteProfiles	PS50949	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
2710195152	127	17	76	SMART	SM00345	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
